"Country","Age","Gender","KidStatus","Education","WorkStatus","Income","Occupation","TenureYears","TenureMonths","CommunitySize","MatritalStatus","Sons","Daughters","X.DP.1..I.waste.a.lot.of.time.on.trivial.matters.before.getting.to.the.final.decisions","X.DP.2..Even.after.I.make.a.decision.I.delay.acting.upon.it","X.DP.3..I.donâ..t.make.decisions.unless.I.really.have.to","X.DP.4..I.delay.making.decisions.until.itâ..s.too.late","X.DP.5..I.put.off.making.decisions.until.itâ..s.too.late","X.AIP.1..I.pay.my.bills.on.time","X.AIP.2.I.am.prompt.and.on.time.for.most.appointments.","X.AIP.3.I.lay.out.my.clothes.the.night.before.I.have.an.important.appointment..so.I.wonâ..t.be.late","X.AIP.4..I.find.myself.running.later.than.I.would.like.to.be","X.AIP.5..I.donâ..t.get.things.done.on.time","X.AIP.6..If.someone.were.teaching.a.course.on.how.to.get.things.done.on.time..I.would.attend","X.AIP.7..My.friends.and.family.think.I.wait.until.the.last.minute.","X.AIP.8..I.get.important.things.done.with.time.to.spare","X.AIP.9..I.am.not.very.good.at.meeting.deadlines","X.AIP.10..I.find.myself.running.out.of.time.","X.AIP.11..I.schedule.doctorâ..s.appointments.when.I.am.supposed.to.without.delay","X.AIP.12..I.am.more.punctual.than.most.people.I.know","X.AIP.13..I.do.routine.maintenance..e.g...changing.the.car.oil..on.things.I.own.as.often.as.I.should","X.AIP.14.When.I.have.to.be.somewhere.at.a.certain.time.my.friends.expect.me.to.run.a.bit.late","X.AIP.15.Putting.things.off.till.the.last.minute.has.cost.me.money.in.the.past","X.GP.1.I.often.find.myself.performing.tasks.that.I.had.intended.to.do.days.before","X.GP2..I.often.miss.concerts..sporting.events..or.the.like.because.I.donâ..t.get.around.to.buying.tickets.on.time","X.GP.3..When.planning.a.party..I.make.the.necessary.arrangements.well.in.advance","X.GP.4..When.it.is.time.to.get.up.in.the.morning..I.most.often.get.right.out.of.bed","X.GP.5..A.letter.may.sit.for.days.after.I.write.it.before.mailing.it.possible","X.GP.6..I.generally.return.phone.calls.promptly","X.GP.7..Even.jobs.that.require.little.else.except.sitting.down.and.doing.them..I.find.that.they.seldom.get.done.for.days","X.GP.8..I.usually.make.decisions.as.soon.as.possible","X.GP.9..I.generally.delay.before.starting.on.work.I.have.to.do","X.GP.10..When.traveling..I.usually.have.to.rush.in.preparing.to.arrive.at.the.airport.or.station.at.the.appropriate.time","X.GP.11..When.preparing.to.go.out..I.am.seldom.caught.having.to.do.something.at.the.last.minute","X.GP.12..In.preparation.for.some.deadlines..I.often.waste.time.by.doing.other.things","X.GP.13..If.a.bill.for.a.small.amount.comes..I.pay.it.right.away","X.GP.14..I.usually.return.a.â.œRSVPâ...request.very.shortly.after.receiving.it","X.GP.15..I.often.have.a.task.finished.sooner.than.necessary","X.GP.16..I.always.seem.to.end.up.shopping.for.birthday.gifts.at.the.last.minute","X.GP.17..I.usually.buy.even.an.essential.item.at.the.last.minute","X.GP.18..I.usually.accomplish.all.the.things.I.plan.to.do.in.a.day","X.GP.19..I.am.continually.saying.â.œIâ..ll.do.it.tomorrowâ..","X.GP.20..I.usually.take.care.of.all.the.tasks.I.have.to.do.before.I.settle.down.and.relax.for.the.evening","X.SWLS.1..In.most.ways.my.life.is.close.to.my.ideal","X.SWLS.2.The.conditions.of.my.life.are.excellent","X.SWLS.3..I.am.satisfied.with.my.life.","X.SWLS.4..So.far.I.have.gotten.the.important.things.I.want.in.life","X.SWLS.5..If.I.could.live.my.life.over..I.would.change.almost.nothing","YouPro","OthersPro","HDI","Category","DPmean","AIPmean","GPmean","SWLSmean"
"United Kingdom",45,"Female","Yes Kids","Bachelors","part-time",35000," teacher",3,8,"Small-City","Separated",9,0,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,5,5,5,3,4,3,4,1,5,5,5,5,5,5,1,5,4,5,5,5,4,4,5,5,3,3,2,3,3,"yes","yes",0.909,"Very High",4.2,4.53333333333333,4.25,2.8
"United Kingdom",45,"Female","Yes Kids","Diploma","part-time",25000,"Executive officer",5,0,"Small-City","Married",9,1,4,4,5,4,4,2,2,4,3,3,1,3,4,2,2,3,3,4,3,2,3,4,5,5,2,5,4,4,3,2,4,3,3,4,4,4,4,4,4,4,2,2,2,2,2,"yes","yes",0.909,"Very High",4.2,2.73333333333333,3.75,2
"United Kingdom",37,"Male","No Kids","Masters","full-time",67500,"Business / Test Analyst",5,0,"Large-City","Single",2,0,5,5,5,5,5,3,2,2,2,5,5,2,4,5,5,2,2,5,1,5,5,2,1,1,2,3,5,5,5,1,5,5,3,3,4,4,5,5,5,5,1,1,1,1,1,"yes","yes",0.909,"Very High",5,3.33333333333333,3.7,1
"United Kingdom",37,"Female","Yes Kids","Masters","part-time",45000,"IT security consultant",3,0,"Medium-City","Divorced",9,0,3,3,3,4,4,2,4,4,5,4,5,4,5,4,5,2,4,1,3,5,5,2,2,4,4,3,5,4,5,5,5,5,3,3,3,4,4,5,5,3,2,2,1,1,1,"yes","yes",0.909,"Very High",3.4,3.8,3.95,1.4
"United Kingdom",55,"Male","No Kids","Bachelors","part-time",10000,"IT Support Engineer",2,0,"Large-City","Single",2,0,4,4,5,5,5,5,4,3,5,5,5,4,4,5,5,3,3,4,4,5,5,4,3,4,4,3,5,4,5,4,4,4,4,4,4,5,3,4,5,5,1,1,1,1,1,"yes","yes",0.909,"Very High",4.6,4.26666666666667,4.15,1
"United Kingdom",45,"Female","No Kids","Masters","full-time",25000,"",4,0,"Large-City","Married",2,0,3,3,2,2,2,3,1,3,1,1,3,1,2,1,2,5,1,4,2,3,2,2,2,4,2,2,2,2,3,2,3,3,3,2,3,2,2,3,2,3,3,3,3,3,3,"yes","no",0.909,"Very High",2.4,2.2,2.45,3
"United Kingdom",45,"Male","Yes Kids","Doctorate","full-time",150000,"IT consultant",17,0,"Medium-City","Married",8,1,2,3,4,3,3,1,1,1,1,3,1,1,3,3,4,1,1,3,1,3,3,1,2,1,1,4,3,5,4,2,2,5,4,4,4,4,3,4,4,2,5,5,5,5,5,"yes","no",0.909,"Very High",3,1.86666666666667,3.1,5
"United Kingdom",45,"Male","No Kids","Masters","full-time",87500,"",14,0,"Large-City","Married",2,0,4,3,3,3,3,2,3,4,3,3,3,3,4,3,4,3,4,2,2,3,4,3,4,2,3,3,4,5,5,4,4,5,2,4,5,5,4,3,2,5,3,3,3,2,2,"yes","yes",0.909,"Very High",3.2,3.06666666666667,3.8,2.6
"United States",16,"Female","No Kids","Some High School","student",NA,"",0,0,"Small-City","Single",2,0,4,2,4,3,2,2,3,1,4,2,5,2,2,1,5,2,4,3,2,3,1,1,2,5,3,1,2,3,4,2,3,2,4,2,3,4,2,3,4,5,4,4,4,4,3,"yes","no",0.92,"Very High",3,2.73333333333333,2.8,3.8
"United States",25,"Male","No Kids","Some University","student",10000,"Research intern",0,10,"Small-City","Single",2,0,4,3,5,3,3,2,1,5,2,4,5,2,3,5,4,5,4,3,3,3,3,1,4,5,4,2,4,2,3,4,3,4,3,4,3,4,3,5,4,3,4,4,4,4,4,"yes","no",0.92,"Very High",3.6,3.4,3.4,4
"United States",23,"Female","No Kids","Bachelors","full-time",35000,"employed by a church",0,6,"Large-City","Single",2,0,4,4,4,3,3,1,2,4,4,3,4,2,3,3,5,3,3,4,3,2,4,2,3,4,3,4,4,4,5,4,4,5,3,4,4,4,3,4,2,4,4,4,3,4,3,"yes","no",0.92,"Very High",3.6,3.06666666666667,3.7,3.6
"United States",32,"Male","No Kids","Bachelors","full-time",87500,"Finance",10,0,"Large-City","Single",2,0,2,3,3,2,2,1,4,5,5,4,2,5,4,2,3,4,4,4,4,3,4,2,4,5,4,4,4,4,4,4,2,4,4,5,4,4,4,3,4,5,4,4,4,4,3,"yes","yes",0.92,"Very High",2.4,3.6,3.9,3.8
"United States",55,"Male","Yes Kids","Some University","full-time",55000,"maintenance tech.",28,0,"Medium-City","Divorced",9,0,2,3,3,3,3,2,2,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,"yes","yes",0.92,"Very High",2.8,2.86666666666667,2.95,2.8
"United States",45,"Male","Yes Kids","Bachelors","full-time",150000,"Publishing",17,0,"Small-City","Married",9,2,5,5,4,4,4,3,2,2,3,3,4,2,4,3,3,4,2,3,1,2,2,1,4,3,2,3,2,4,4,1,3,3,4,3,4,5,3,5,4,4,2,3,3,2,2,"yes","yes",0.92,"Very High",4.4,2.73333333333333,3.2,2.4
"United States",16,"Male","No Kids","Some High School","student",150000,"",10,0,"Medium-City","Single",2,0,5,4,5,5,5,3,4,4,5,5,5,5,5,5,5,4,4,4,5,5,5,3,4,5,3,4,4,5,5,5,4,5,4,4,5,4,4,4,4,4,1,1,1,1,1,"yes","yes",0.92,"Very High",4.8,4.53333333333333,4.25,1
"United States",37,"Female","Yes Kids","Bachelors","part-time",35000,"Nurse",13,5,"Small-City","Married",9,2,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,2,1,1,2,2,1,1,2,2,2,4,2,2,1,2,2,1,2,2,3,4,5,5,5,4,"yes","no",0.92,"Very High",1.2,1.33333333333333,1.85,4.6
"United States",45,"Male","Yes Kids","Bachelors","full-time",67500,"Chief of Staff",1,7,"Medium-City","Married",8,5,2,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,3,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,1,2,4,3,4,4,3,"no","no",0.92,"Very High",1.2,1.66666666666667,1.6,3.6
"United States",45,"Female","Yes Kids","Bachelors","unemployed",NA,"",0,0,"Large-City","Married",2,2,2,3,2,2,2,1,1,4,2,1,1,1,2,2,2,3,1,3,1,3,1,2,3,4,3,2,2,3,2,2,1,3,3,3,3,2,2,3,2,2,4,4,4,4,5,"no","no",0.92,"Very High",2.2,1.86666666666667,2.4,4.2
"United States",37,"Female","Yes Kids","Bachelors","part-time",10000,"",3,0,"Medium-City","Married",2,1,3,5,4,4,4,3,1,5,3,4,2,2,4,3,5,5,3,4,1,5,5,1,2,5,4,3,5,4,4,5,4,4,5,4,4,1,1,5,5,4,2,2,2,1,1,"yes","no",0.92,"Very High",4,3.33333333333333,3.75,1.6
"United States",32,"Female","No Kids","Masters","full-time",45000,"Social Worker",1,6,"Medium-City","Single",2,0,3,4,3,3,3,1,3,4,5,4,1,5,4,3,5,1,3,4,4,5,5,4,3,4,5,4,5,4,5,4,4,4,3,4,4,4,4,4,4,3,2,2,2,2,2,"yes","yes",0.92,"Very High",3.2,3.46666666666667,4.05,2
"United States",45,"Male","No Kids","Masters","retired",150000,"Finance",5,0,"Medium-City","Single",2,0,4,4,4,3,3,1,1,3,3,2,2,1,3,3,3,3,2,3,4,2,3,2,3,4,1,2,3,5,5,1,2,2,1,5,4,4,4,5,5,4,3,3,2,3,2,"yes","no",0.92,"Very High",3.6,2.4,3.25,2.6
"United States",55,"Female","Yes Kids","Diploma","full-time",35000,"training Coordinator",4,0,"Large-City","Divorced",9,1,4,3,3,3,3,3,2,5,4,4,5,3,4,3,5,3,3,4,3,3,5,2,3,1,3,3,5,4,5,4,4,3,2,5,3,4,3,4,3,4,2,2,3,1,1,"yes","yes",0.92,"Very High",3.2,3.6,3.5,1.8
"United States",24,"Male","No Kids","Some University","student",10000,"secretary",0,2,"Large-City","Divorced",2,0,2,3,3,3,2,4,3,4,1,3,3,4,3,4,2,5,3,2,2,2,2,2,4,3,3,4,1,4,2,1,5,2,4,4,5,1,3,3,2,4,1,3,2,3,2,"yes","yes",0.92,"Very High",2.6,3,2.95,2.2
"United States",37,"Female","No Kids","Bachelors","full-time",67500,"manager",0,4,"Large-City","Married",2,0,4,5,2,3,3,4,4,5,5,3,5,4,5,2,4,4,4,3,4,4,4,4,4,4,1,4,3,4,3,5,4,4,4,4,4,4,4,4,4,4,2,2,3,2,2,"yes","yes",0.92,"Very High",3.4,4,3.8,2.2
"United States",32,"Female","Yes Kids","Masters","full-time",45000,"law enforcement",0,6,"Small-City","Married",9,0,5,5,4,3,3,1,1,4,5,5,5,4,4,4,5,4,3,5,2,5,5,4,4,3,5,5,5,5,5,3,3,5,3,5,4,5,5,5,5,5,4,3,4,5,5,"yes","no",0.92,"Very High",4,3.8,4.45,4.2
"United States",22,"Male","No Kids","Some University","part-time",10000,"Server",2,0,"Small-City","Single",2,0,4,3,5,4,4,3,2,3,3,3,3,3,4,2,4,3,3,2,2,4,4,3,2,5,3,3,5,4,4,2,3,4,3,3,5,3,3,3,3,4,3,3,3,2,3,"yes","yes",0.92,"Very High",4,2.93333333333333,3.45,2.8
"United States",22,"Male","No Kids","Masters","student",15000,"",1,8,"Large-City","Single",2,0,2,5,4,3,3,1,1,2,3,3,1,2,2,2,3,4,2,2,3,3,3,3,3,4,1,3,3,3,4,3,3,3,1,4,3,3,3,2,3,4,3,4,4,3,3,"no","no",0.92,"Very High",3.4,2.26666666666667,2.95,3.4
"United States",25,"Male","No Kids","Diploma","full-time",45000,"EOD",4,0,"Medium-City","Single",2,0,4,2,1,2,2,2,3,5,4,4,2,5,3,4,4,3,5,5,4,5,5,1,5,5,5,2,4,2,5,5,3,4,4,4,3,5,5,4,4,5,3,3,4,2,2,"yes","yes",0.92,"Very High",2.2,3.86666666666667,4,2.8
"United States",25,"Female","No Kids","Bachelors","full-time",35000,"bookkeeper",2,0,"Medium-City","Single",2,0,5,5,4,2,2,1,3,5,5,5,5,5,5,5,5,5,5,5,3,4,5,2,3,5,3,4,5,4,5,1,4,5,4,3,5,1,1,1,5,1,1,3,2,2,2,"yes","yes",0.92,"Very High",3.6,4.4,3.35,2
"United States",20,"Female","No Kids","Some University","student",10000,"Tutor",0,6,"Small-City","Single",2,0,2,1,4,3,3,1,2,1,5,2,3,4,2,1,3,2,3,4,5,3,2,1,1,5,3,4,3,4,4,4,4,4,2,3,3,2,1,2,1,2,4,3,5,4,5,"yes","no",0.92,"Very High",2.6,2.73333333333333,2.75,4.2
"United States",67,"Female","Yes Kids","Some University","retired",25000,"retired",7,0,"Small-City","Married",8,2,4,4,4,3,2,1,1,1,3,3,5,4,4,1,4,1,2,2,1,3,2,1,1,1,2,1,3,2,3,1,5,2,1,1,3,5,1,3,2,2,3,3,4,4,2,"yes","yes",0.92,"Very High",3.4,2.4,2.1,3.2
"United States",55,"Female","Yes Kids","Bachelors","full-time",150000,"Administrator",12,3,"Large-City","Separated",9,1,4,4,4,3,3,4,4,4,5,5,5,4,4,5,5,3,5,3,4,4,4,3,3,3,4,2,4,4,4,5,4,4,2,2,4,4,4,4,4,3,2,2,3,4,4,"yes","yes",0.92,"Very High",3.6,4.26666666666667,3.55,3
"United States",45,"Female","No Kids","Doctorate","part-time",67500,"psychologis",9,0,"Medium-City","Married",2,0,5,3,3,1,1,1,1,5,3,5,5,5,5,2,5,5,1,1,3,5,5,5,1,1,5,3,5,3,5,2,5,5,4,1,1,5,5,5,5,5,5,5,5,5,1,"yes","yes",0.92,"Very High",2.6,3.46666666666667,3.8,4.2
"United States",19,"Male","No Kids","Some University","part-time",15000,"host",0,1,"Large-City","Single",2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,4,"yes","yes",0.92,"Very High",3,3,3,3.2
"United States",55,"Male","No Kids","Masters","unemployed",87500,"",0,0,"Large-City","Married",2,0,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,3,2,2,2,2,3,2,2,1,2,3,2,2,3,2,4,3,2,2,3,4,2,2,2,2,4,4,4,4,3,"no","no",0.92,"Very High",2,2.06666666666667,2.4,3.8
"United States",19,"Male","No Kids","Some University","student",10000,"",0,0,"Medium-City","Single",2,0,4,4,3,4,4,2,4,2,5,3,4,5,3,3,4,2,4,5,5,3,4,3,4,5,2,4,2,4,5,4,5,4,2,4,3,5,5,3,4,4,3,3,3,4,5,"yes","yes",0.92,"Very High",3.8,3.6,3.8,3.6
"United States",55,"Female","Yes Kids","Masters","part-time",67500,"Nurse",17,11,"Medium-City","Widowed",8,0,3,3,2,2,2,2,5,4,5,3,4,3,4,2,4,4,5,3,5,2,5,2,5,4,3,5,3,3,5,5,5,5,3,4,4,4,3,5,3,4,2,2,3,3,3,"yes","no",0.92,"Very High",2.4,3.66666666666667,4,2.6
"United States",37,"Female","No Kids","Diploma","full-time",87500,"Human Resource Manager",6,10,"Large-City","Married",2,0,2,2,2,1,1,2,1,4,2,1,3,1,2,1,3,2,2,2,1,2,2,2,2,4,3,2,2,2,3,1,4,3,2,2,2,2,2,3,2,3,3,3,3,3,3,"no","no",0.92,"Very High",1.6,1.93333333333333,2.4,3
"United States",16,"Female","No Kids","Diploma","student",10000,"clerk",0,6,"Small-City","Single",2,0,5,5,5,5,4,2,2,2,5,5,5,4,3,3,4,1,1,1,5,5,4,4,2,2,4,2,3,3,3,3,2,4,2,2,2,4,5,1,5,1,5,5,5,5,5,"yes","yes",0.92,"Very High",4.8,3.2,2.9,5
"United States",37,"Male","Yes Kids","Diploma","full-time",67500,"RN",6,0,"Large-City","Married",9,2,2,3,2,2,2,1,1,2,2,3,2,2,2,2,3,2,2,1,2,2,3,1,2,1,2,2,2,2,2,2,3,3,1,2,3,2,2,3,3,2,3,3,4,4,4,"no","no",0.92,"Very High",2.2,1.93333333333333,2.15,3.6
"United States",45,"Female","Yes Kids","Bachelors","full-time",87500,"owner - private practice physical therap",23,0,"Small-City","Married",9,1,5,4,4,3,3,3,3,5,4,4,3,4,4,4,5,3,4,2,4,5,4,2,3,3,3,2,4,3,4,4,4,5,3,3,4,5,5,5,4,4,3,4,3,5,4,"yes","yes",0.92,"Very High",3.8,3.8,3.7,3.8
"United States",45,"Female","Yes Kids","Masters","full-time",35000," teacher",5,5,"Medium-City","Married",8,1,2,2,2,2,2,4,2,4,4,4,3,4,2,2,4,5,2,4,2,3,4,1,3,5,5,3,3,2,3,1,4,3,5,5,2,3,3,5,4,3,4,4,4,4,4,"yes","yes",0.92,"Very High",2,3.26666666666667,3.35,4
"United States",28,"Female","Yes Kids","Some University","student",NA,"",0,0,"Medium-City","Married",9,1,3,5,5,5,5,1,2,1,3,3,5,5,3,5,5,4,3,3,5,5,5,2,3,5,4,1,4,2,3,1,5,3,1,3,3,5,3,3,5,3,1,3,3,3,4,"yes","yes",0.92,"Very High",4.6,3.53333333333333,3.2,2.8
"United States",28,"Female","No Kids","Some University","student",10000,"",0,0,"Large-City","Divorced",2,0,4,3,2,3,3,3,4,1,5,3,1,5,3,3,5,1,4,2,5,3,5,2,1,4,5,3,3,3,4,2,5,4,4,3,4,5,4,5,4,4,3,2,5,3,3,"yes","yes",0.92,"Very High",3,3.2,3.7,3.2
"United States",28,"Female","No Kids","Diploma","full-time",45000,"advocate",2,0,"Large-City","Single",2,0,3,2,1,1,1,2,1,2,2,2,2,1,1,2,2,2,1,3,2,3,5,1,1,2,2,2,4,3,5,1,1,3,3,2,3,2,3,2,4,2,3,3,3,4,2,"yes","no",0.92,"Very High",1.6,1.86666666666667,2.55,3
"United States",32,"Female","Yes Kids","Bachelors","full-time",150000,"President",2,0,"Rural/Country","Married",9,1,3,4,2,2,2,3,2,5,4,3,1,3,4,3,2,4,3,4,2,3,3,3,3,3,4,3,3,3,4,2,3,3,4,4,5,5,5,3,4,2,4,4,4,5,4,"yes","no",0.92,"Very High",2.6,3.06666666666667,3.45,4.2
"United States",32,"Male","No Kids","Masters","full-time",87500,"Financial Advisor",6,0,"Medium-City","Single",2,0,5,3,4,5,5,1,1,1,4,4,4,5,3,3,4,1,2,2,4,5,5,2,4,2,4,3,4,2,5,3,2,5,2,3,3,3,2,3,5,3,2,2,2,2,1,"yes","yes",0.92,"Very High",4.4,2.93333333333333,3.25,1.8
"United States",67,"Female","Yes Kids","Masters","part-time",55000,"Tutor",7,0,"Large-City","Married",9,2,2,2,2,2,2,1,1,5,1,3,2,1,2,3,2,2,3,2,1,2,3,1,3,5,1,2,1,2,3,1,1,4,1,2,3,3,3,3,1,4,3,3,3,4,3,"yes","no",0.92,"Very High",2,2.06666666666667,2.35,3.2
"United States",55,"Female","Yes Kids","Diploma","full-time",55000,"Aviation Specialist",10,0,"Large-City","Married",5,0,2,2,2,2,2,1,1,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,4,4,4,4,4,4,"no","no",0.92,"Very High",2,2.06666666666667,2.35,4
"United States",55,"Male","No Kids","Masters","retired",45000,"",0,0,"Medium-City","Divorced",2,0,3,3,5,3,3,1,4,2,4,4,3,4,4,4,3,4,4,4,4,4,4,2,3,3,3,3,3,4,2,2,2,4,3,3,4,4,2,3,4,3,3,3,3,4,4,"yes","yes",0.92,"Very High",3.4,3.53333333333333,3.05,3.4
"United States",23,"Female","No Kids","Masters","student",67500,"",0,0,"Large-City","Single",2,0,2,2,2,2,2,1,2,2,3,1,2,1,2,1,3,2,2,4,2,2,2,2,3,2,2,3,2,4,2,1,2,2,2,2,2,3,2,2,2,3,4,3,3,4,3,"no","no",0.92,"Very High",2,2,2.25,3.4
"United States",32,"Female","Yes Kids","Bachelors","full-time",150000,"Network Engineer",1,0,"Small-City","Married",9,0,3,4,4,4,4,1,1,2,3,4,4,4,3,4,4,3,3,3,4,4,4,4,2,4,4,3,4,4,4,3,4,4,2,4,4,4,4,4,4,3,4,4,4,4,2,"yes","yes",0.92,"Very High",3.8,3.13333333333333,3.65,3.6
"United States",55,"Female","Yes Kids","Masters","part-time",25000,"CRNA",28,0,"Medium-City","Married",8,0,5,5,5,4,4,1,1,2,1,2,1,1,2,3,3,2,1,1,1,3,4,1,1,1,3,1,4,4,4,1,4,5,1,4,4,1,1,4,4,1,2,2,3,4,3,"yes","no",0.92,"Very High",4.6,1.66666666666667,2.65,2.8
"United States",67,"Female","Yes Kids","Some University","full-time",35000,"secretary",7,0,"Small-City","Divorced",8,1,3,2,3,2,2,3,1,3,2,2,1,1,2,1,2,3,1,3,1,2,3,1,2,2,2,2,3,2,3,1,1,2,3,2,1,3,3,1,2,3,5,5,5,5,3,"no","no",0.92,"Very High",2.4,1.86666666666667,2.1,4.6
"United States",37,"Female","Yes Kids","Doctorate","unemployed",NA,"",0,0,"Small-City","Married",2,2,5,5,5,5,5,5,2,5,5,5,5,5,3,2,5,2,2,3,1,5,5,4,4,5,4,4,5,4,2,1,1,5,5,5,5,3,4,5,5,5,2,4,2,5,3,"yes","yes",0.92,"Very High",5,3.66666666666667,4.05,3.2
"United States",28,"Female","No Kids","Doctorate","full-time",67500,"assistant professor",3,0,"Medium-City","Married",2,0,4,2,2,1,2,1,2,1,4,2,4,3,5,2,5,2,3,3,2,2,4,1,1,3,3,1,3,2,3,1,2,3,3,1,4,3,3,5,4,3,4,4,5,5,5,"yes","no",0.92,"Very High",2.2,2.73333333333333,2.65,4.6
"United States",32,"","Yes Kids","Doctorate","full-time",150000,"Scientist",3,0,"Large-City","Married",9,1,3,3,1,1,2,1,2,4,3,4,2,4,4,3,4,1,4,3,4,3,3,3,3,4,3,1,4,2,5,4,2,5,3,5,5,4,3,4,4,4,3,4,3,4,2,"yes","yes",0.92,"Very High",2,3.06666666666667,3.55,3.2
"United States",28,"Female","No Kids","Masters","full-time",35000,"Research Assistant",1,7,"Large-City","Married",2,0,3,2,3,3,3,1,1,1,1,1,2,1,2,1,3,3,1,2,1,2,3,2,2,2,1,2,2,3,3,1,1,3,1,2,3,3,2,3,3,2,3,3,3,3,3,"yes","no",0.92,"Very High",2.8,1.53333333333333,2.2,3
"United States",45,"Male","Yes Kids","Doctorate","full-time",150000,"engineer",2,6,"Large-City","Married",9,0,5,4,4,3,3,2,4,5,4,4,4,4,4,4,5,3,5,4,4,5,5,4,4,5,4,3,4,5,5,3,5,4,4,3,4,5,5,5,4,4,2,3,3,2,1,"yes","yes",0.92,"Very High",3.8,4.06666666666667,4.25,2.2
"United States",45,"Female","No Kids","Masters","full-time",87500,"",6,0,"Large-City","Married",2,0,5,5,5,5,3,1,1,5,2,3,4,3,4,3,5,1,1,1,1,3,3,1,1,2,2,3,3,3,5,2,2,4,2,2,2,4,4,2,4,3,4,4,4,4,3,"yes","no",0.92,"Very High",4.6,2.53333333333333,2.7,3.8
"United States",55,"Male","Yes Kids","Masters","full-time",NA,"education administration",7,0,"Large-City","Married",2,2,4,3,3,2,2,1,1,1,2,3,4,3,3,4,3,2,1,1,1,1,3,1,3,4,1,1,3,3,5,1,2,4,2,2,4,2,1,4,3,3,3,4,3,4,1,"yes","yes",0.92,"Very High",2.8,2.06666666666667,2.6,3
"United States",16,"Female","No Kids","Diploma","part-time",10000,"Customer Service at Domino's Pizza",0,1,"Small-City","Single",2,0,5,4,4,3,3,2,2,3,3,5,4,5,3,4,5,3,2,2,2,3,5,2,3,5,3,4,3,4,4,2,2,4,1,3,3,2,4,3,4,3,2,3,4,4,2,"yes","yes",0.92,"Very High",3.8,3.2,3.2,3
"United States",45,"Female","No Kids","Some University","full-time",87500,"",3,6,"Large-City","Single",2,0,4,4,5,3,3,1,2,4,5,3,2,2,3,2,3,5,3,5,2,3,3,4,3,5,5,3,4,4,4,1,5,4,3,4,4,4,4,5,3,4,2,1,1,1,1,"yes","no",0.92,"Very High",3.8,3,3.8,1.2
"United States",32,"Female","Yes Kids","Some University","unemployed",67500,"",0,0,"Medium-City","Married",9,2,2,2,1,1,1,1,2,2,3,3,2,2,3,3,2,1,3,1,3,1,3,1,2,4,1,2,2,2,3,2,2,3,1,1,3,4,2,4,4,2,4,4,3,3,3,"yes","yes",0.92,"Very High",1.4,2.13333333333333,2.4,3.4
"United States",67,"Female","No Kids","Diploma","part-time",87500,"Writer / eductor",28,0,"Large-City","Married",2,0,3,3,3,1,1,1,1,1,1,1,1,1,2,1,1,3,1,3,1,1,3,1,1,2,1,1,1,1,1,1,4,2,1,1,1,1,1,3,3,3,2,3,3,1,1,"yes","no",0.92,"Very High",2.2,1.33333333333333,1.65,2
"United States",37,"Male","Yes Kids","Doctorate","full-time",45000,"Scientist",3,8,"Small-City","Married",9,0,4,5,4,5,4,2,3,5,4,5,4,5,5,5,5,4,5,3,4,5,5,2,3,2,4,4,4,4,4,3,5,4,3,5,5,4,4,5,4,5,3,2,3,2,2,"yes","yes",0.92,"Very High",4.4,4.26666666666667,3.95,2.4
"United States",28,"Female","Yes Kids","Some University","full-time",15000,"Accounting Assistant",5,0,"Small-City","Married",8,0,3,3,3,3,3,4,2,4,4,3,5,5,3,4,4,4,3,4,2,5,5,2,3,4,5,2,5,3,4,4,3,3,4,4,4,5,5,1,5,2,3,3,3,3,3,"yes","yes",0.92,"Very High",3,3.73333333333333,3.65,3
"United States",67,"Male","Yes Kids","Doctorate","full-time",87500,"Program Director",0,7,"Large-City","Married",9,2,3,3,4,2,2,1,1,4,2,2,3,3,3,2,3,2,1,2,1,2,3,2,2,2,1,2,3,2,4,1,2,3,1,1,2,2,2,2,3,3,4,4,4,4,3,"yes","yes",0.92,"Very High",2.8,2.13333333333333,2.15,3.8
"United States",45,"Female","Yes Kids","Bachelors","full-time",35000,"Tech Analyst/GIS",3,0,"Medium-City","Married",9,1,2,2,2,2,2,2,2,2,2,3,3,2,2,1,3,3,2,2,3,2,3,2,2,3,2,2,3,2,2,2,2,2,3,4,2,3,2,3,3,2,4,4,4,4,4,"no","no",0.92,"Very High",2,2.26666666666667,2.45,4
"United States",55,"Female","No Kids","Doctorate","full-time",67500,"college professor",17,0,"Small-City","Married",2,0,1,1,1,1,1,1,1,3,2,3,3,1,3,3,2,1,1,2,1,1,2,1,3,2,1,2,2,1,3,2,2,3,1,2,4,2,1,2,1,2,3,3,4,5,3,"yes","no",0.92,"Very High",1,1.86666666666667,1.95,3.6
