"CountryOfResidence","Age","Gender","Kids","Education","WorkStatus","AnnualIncome","Occupation","OccupationYears","OccupationMonths","CommunitySize","MaritalStatus","NumberSons","NumberDaughters","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","P1","P2","DPmean","AIPmean","GPmean","SWLSmean","HDI","Category"
"United Kingdom",23,"Male","No Kids","ltuni","student",10000,"",0,0,"Small Town","Single",0,0,4,3,3,3,3,2,2,3,2,5,5,5,5,5,5,3,1,3,1,5,5,5,4,3,3,3,5,3,5,2,4,5,3,5,5,4,5,4,4,5,1,4,3,3,1,"yes","yes",3.2,3.46666666666667,4.1,2.4,0.909,"Very High"
"United Kingdom",32,"Male","No Kids","phd","full-time",55000,"",2,5,"Village","Single",0,0,5,5,4,3,2,3,4,2,5,4,4,4,4,3,3,4,3,4,5,4,5,4,4,5,4,4,5,5,4,5,5,4,4,3,5,5,4,5,4,4,2,2,1,1,1,"yes","yes",3.8,3.73333333333333,4.4,1.4,0.909,"Very High"
"United Kingdom",37,"Female","Yes Kids","ma","unemployed",10000,"",12,0,"Village","Separated",1,0,5,5,5,5,5,3,5,2,5,5,5,5,5,5,5,3,5,4,5,5,5,2,5,5,4,3,5,5,5,5,3,5,3,4,5,3,4,5,5,3,1,1,1,2,1,"yes","yes",5,4.46666666666667,4.2,1.2,0.909,"Very High"
"United Kingdom",28,"Male","No Kids","dip","full-time",45000,"",5,0,"Medium-Sized","Married",0,0,4,4,3,3,3,2,2,5,3,4,4,3,4,3,4,4,3,4,2,2,4,2,3,4,3,3,4,3,4,2,3,4,3,3,4,3,3,4,4,5,3,2,3,3,2,"yes","yes",3.4,3.26666666666667,3.4,2.6,0.909,"Very High"
"United Kingdom",28,"Male","Yes Kids","high","full-time",55000,"",6,1,"Rural/Country","Married",1,2,3,5,3,3,3,4,3,3,2,4,5,4,5,5,5,5,3,5,2,5,5,4,3,5,4,3,4,2,5,3,4,4,5,4,5,5,5,5,5,4,4,4,5,4,2,"yes","yes",3.4,4,4.2,3.8,0.909,"Very High"
"United Kingdom",20,"Male","No Kids","deg","student",NA,"",2,0,"Medium-Sized","Single",0,0,4,3,3,3,3,5,4,5,5,5,2,5,5,5,5,4,4,4,2,4,5,3,4,5,4,4,5,4,5,2,5,5,3,4,5,4,3,5,5,5,2,2,2,2,2,"yes","yes",3.2,4.26666666666667,4.25,2,0.909,"Very High"
"United Kingdom",28,"Male","No Kids","deg","full-time",25000,"",2,6,"Rural/Country","Single",0,0,4,4,4,2,2,1,1,3,2,4,2,2,3,4,3,3,2,1,3,5,4,2,2,4,5,1,5,3,4,2,3,4,2,3,4,4,5,4,4,4,2,3,3,2,2,"yes","no",3.2,2.6,3.45,2.4,0.909,"Very High"
"United Kingdom",55,"Male","Yes Kids","ma","part-time",10000,"",12,0,"Large Town","Married",1,1,2,1,2,1,1,1,1,4,1,1,2,1,3,2,2,4,2,2,1,2,2,2,2,1,1,2,2,3,2,1,2,3,4,4,2,2,2,2,2,3,3,4,4,4,2,"yes","no",1.4,1.93333333333333,2.2,3.4,0.909,"Very High"
"United Kingdom",45,"Female","No Kids","ma","full-time",150000,"",0,0,"Village","Single",0,0,5,4,3,2,2,1,3,5,3,4,4,2,5,3,5,4,4,4,3,3,4,3,3,5,3,3,5,3,5,4,4,5,5,4,5,5,5,5,4,5,2,3,2,4,3,"yes","no",3.2,3.53333333333333,4.25,2.8,0.909,"Very High"
"United Kingdom",37,"Male","Yes Kids","ma","full-time",150000,"",5,0,"Small Town","Married",2,1,5,2,2,1,1,1,2,1,4,4,3,4,4,2,4,2,4,1,5,3,3,1,2,5,1,2,2,2,3,3,5,3,2,2,3,2,2,5,5,5,4,5,4,5,5,"yes","yes",2.2,2.93333333333333,2.9,4.6,0.909,"Very High"
"United Kingdom",24,"Female","No Kids","deg","student",NA,"",0,0,"Medium-Sized","Single",0,0,5,5,4,5,5,3,4,3,5,5,5,5,5,5,5,4,5,3,5,5,5,3,4,1,4,4,5,5,5,4,5,5,3,3,1,5,5,5,5,5,2,3,1,1,1,"yes","yes",4.8,4.46666666666667,4.1,1.6,0.909,"Very High"
"United Kingdom",23,"Male","No Kids","ma","student",10000,"",0,7,"Village","Single",0,0,4,5,4,4,4,4,3,4,4,4,4,5,5,4,5,5,5,5,1,5,5,5,5,3,5,4,5,3,5,4,3,5,4,4,5,3,5,5,5,5,2,2,3,2,1,"yes","yes",4.2,4.2,4.4,2,0.909,"Very High"
"United Kingdom",67,"Male","Yes Kids","ltuni","retired",45000,"",0,0,"Large Town","Married",2,0,3,4,4,2,2,2,1,3,2,3,4,2,2,2,2,4,4,4,2,4,4,2,4,1,3,3,3,4,3,2,5,1,5,4,3,4,4,3,4,3,4,3,3,3,2,"yes","yes",3,2.73333333333333,3.25,3,0.909,"Very High"
"United Kingdom",45,"Male","Yes Kids","ma","full-time",250000,"",6,0,"Small Town","Married",1,2,4,4,4,4,4,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,1,5,4,4,3,4,4,2,4,4,4,4,4,4,4,4,4,2,2,2,4,4,"yes","yes",4,3.73333333333333,3.75,2.8,0.909,"Very High"
"United Kingdom",37,"Male","No Kids","deg","full-time",45000,"",3,0,"Village","Divorced",0,0,2,2,2,1,1,2,2,4,2,2,1,2,2,1,2,2,2,3,1,2,3,2,3,4,4,3,2,1,3,1,4,3,3,3,3,5,4,4,3,3,4,3,4,3,1,"no","no",1.6,2,3.05,3,0.909,"Very High"
"United Kingdom",28,"Female","No Kids","ma","student",NA,"",4,0,"Small Town","",0,0,3,2,3,2,3,1,1,1,1,1,4,1,2,1,1,3,2,4,1,2,1,1,2,4,1,2,1,4,2,1,5,2,2,3,2,3,2,4,1,2,2,2,3,3,1,"no","no",2.6,1.73333333333333,2.25,2.2,0.909,"Very High"
"United Kingdom",28,"Male","No Kids","ma","student",10000,"",0,7,"Small Town","Married",0,0,4,4,4,3,3,2,2,3,3,2,2,5,4,3,3,3,4,4,3,1,4,2,3,5,1,2,4,4,4,1,3,3,3,3,5,4,3,4,3,4,2,2,2,1,2,"yes","yes",3.6,2.93333333333333,3.25,1.8,0.909,"Very High"
"United Kingdom",28,"Male","No Kids","deg","full-time",87500,"",5,4,"Small Town","Single",0,0,4,3,3,3,3,1,1,1,3,3,4,3,3,3,4,3,4,3,2,4,4,2,3,3,3,3,3,3,4,4,3,3,3,2,4,4,2,3,4,3,3,2,2,2,2,"yes","yes",3.2,2.8,3.15,2.2,0.909,"Very High"
"United Kingdom",25,"Female","No Kids","deg","full-time",25000,"",1,6,"Medium-Sized","Single",0,0,4,4,4,4,4,3,2,4,4,5,4,4,4,5,5,4,4,5,3,5,5,4,4,5,3,1,5,4,5,5,4,5,5,3,5,5,5,5,4,4,2,2,1,1,1,"yes","yes",4,4.06666666666667,4.3,1.4,0.909,"Very High"
"United Kingdom",55,"Male","Yes Kids","deg","part-time",15000,"",6,0,"Rural/Country","Divorced",0,1,3,4,4,4,4,5,1,3,4,4,3,3,5,3,4,5,3,4,1,4,4,1,3,2,1,4,4,3,4,4,3,4,5,4,5,5,3,4,5,4,2,2,2,3,2,"yes","yes",3.8,3.46666666666667,3.6,2.2,0.909,"Very High"
"United Kingdom",32,"Male","No Kids","ma","full-time",87500,"",12,0,"Large Town","Married",0,0,4,4,3,4,4,1,3,3,3,5,4,4,3,4,4,3,4,3,3,4,4,3,3,4,4,4,4,4,3,3,3,4,1,4,4,5,4,5,4,4,2,3,3,4,1,"yes","yes",3.8,3.4,3.7,2.6,0.909,"Very High"
"United Kingdom",45,"Male","No Kids","ma","part-time",67500,"",0,7,"Village","Single",0,0,2,3,3,2,2,1,1,4,3,5,5,4,5,5,5,1,1,1,1,1,5,2,3,3,3,1,4,4,2,4,4,2,1,1,5,5,1,4,5,4,3,4,3,2,2,"yes","no",2.4,2.86666666666667,3.15,2.8,0.909,"Very High"
"United Kingdom",37,"Male","No Kids","dip","full-time",55000,"",1,8,"Village","Single",0,0,3,4,3,4,4,3,3,2,3,3,4,4,3,4,4,2,4,3,4,4,2,4,4,4,3,3,4,4,4,4,3,4,3,3,4,4,4,4,4,3,3,4,4,3,3,"yes","yes",3.6,3.33333333333333,3.6,3.4,0.909,"Very High"
"United Kingdom",32,"Female","No Kids","deg","part-time",10000,"",3,0,"Medium-Sized","Married",0,0,5,4,4,4,3,1,1,2,2,4,4,5,5,5,5,1,2,3,1,4,4,3,2,2,4,4,5,3,5,3,4,4,2,4,5,4,3,4,4,5,2,3,2,2,1,"yes","yes",4,3,3.7,2,0.909,"Very High"
"United Kingdom",37,"Female","No Kids","ma","part-time",25000,"",1,7,"Small Town","Single",0,0,4,3,2,2,2,1,2,5,4,4,4,2,4,3,4,2,3,4,3,3,4,2,4,5,3,3,4,4,5,3,5,5,3,3,5,3,3,5,3,5,3,3,3,3,3,"yes","no",2.6,3.2,3.85,3,0.909,"Very High"
"United Kingdom",24,"Female","No Kids","ma","student",15000,"",0,0,"Village","Single",0,0,5,5,5,4,4,3,5,4,5,5,5,5,5,5,5,4,5,5,5,5,3,4,4,5,5,4,5,4,5,5,5,5,4,5,5,5,5,5,5,4,4,4,1,4,2,"yes","yes",4.6,4.73333333333333,4.6,3,0.909,"Very High"
"United Kingdom",32,"Male","No Kids","ltuni","full-time",67500,"",0,8,"Medium-Sized","Married",0,0,5,5,4,4,4,3,3,3,5,5,1,5,5,5,5,3,3,5,4,4,1,4,5,5,4,4,5,4,5,5,5,5,4,4,5,4,4,5,5,5,2,2,1,2,2,"yes","yes",4.4,3.93333333333333,4.4,1.8,0.909,"Very High"
"United Kingdom",37,"Male","No Kids","ma","full-time",25000,"",9,0,"Small Town","Single",0,0,4,4,2,1,1,1,2,5,3,4,3,3,5,5,5,2,3,4,1,3,4,2,3,5,3,2,4,3,5,4,2,5,1,3,5,4,3,5,3,5,1,1,1,1,1,"yes","",2.4,3.26666666666667,3.55,1,0.909,"Very High"
"United Kingdom",32,"Male","No Kids","high","full-time",150000,"",0,0,"Rural/Country","Married",0,0,2,2,1,1,1,1,1,2,3,2,1,1,2,1,2,3,2,3,2,2,3,2,2,3,1,2,2,2,2,2,2,2,2,3,2,4,3,2,3,1,4,4,4,4,3,"no","no",1.4,1.86666666666667,2.25,3.8,0.909,"Very High"
"United Kingdom",32,"Female","No Kids","ma","full-time",35000,"",2,0,"Medium-Sized","Married",0,0,2,1,2,1,1,1,2,1,2,2,1,1,2,1,2,1,2,3,2,2,2,2,1,1,2,2,1,2,2,2,3,2,1,2,2,2,1,2,2,1,5,5,5,5,5,"no","no",1.4,1.66666666666667,1.75,5,0.909,"Very High"
"United Kingdom",28,"Male","No Kids","lthigh","full-time",15000,"",5,5,"Village","Single",0,0,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,1,5,5,5,1,1,1,1,1,"yes","yes",5,4.8,4.65,1,0.909,"Very High"
"United Kingdom",55,"Male","Yes Kids","phd","part-time",NA,"",1,0,"Village","Married",0,1,2,5,1,1,3,3,1,2,1,4,4,3,4,2,4,2,1,4,1,5,5,1,2,2,4,3,3,3,4,1,3,4,4,3,4,3,2,3,4,3,3,2,3,2,3,"yes","yes",2.4,2.73333333333333,3.05,2.6,0.909,"Very High"
"United Kingdom",25,"Male","No Kids","deg","unemployed",10000,"",0,0,"Medium-Sized","Single",0,0,5,4,4,3,3,3,1,5,2,5,5,3,5,3,3,3,1,4,1,1,5,1,5,5,3,4,4,2,4,1,3,4,2,4,4,4,3,4,5,4,1,1,1,2,1,"yes","yes",3.8,3,3.55,1.2,0.909,"Very High"
"United Kingdom",25,"Male","No Kids","deg","full-time",25000,"",2,0,"Large Town","Single",0,0,2,3,2,3,3,1,1,2,1,1,1,3,3,1,1,4,1,3,1,2,4,4,5,3,4,5,3,3,2,1,2,2,2,2,3,4,4,3,3,3,3,3,2,1,5,"no","no",2.6,1.73333333333333,3.1,2.8,0.909,"Very High"
"United Kingdom",28,"Male","No Kids","","full-time",15000,"",5,6,"Village","Single",0,0,5,5,5,5,5,4,4,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,3,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",5,4.66666666666667,4.7,1,0.909,"Very High"
"United Kingdom",32,"Male","No Kids","ma","full-time",55000,"",1,0,"Village","Single",0,0,4,4,4,4,4,2,4,3,4,4,5,5,4,4,4,4,5,3,5,5,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,1,1,2,1,1,"yes","yes",4,4.06666666666667,3.8,1.2,0.909,"Very High"
"United Kingdom",45,"Male","No Kids","ma","full-time",45000,"",13,0,"Large Town","Single",0,0,4,3,3,3,3,3,1,2,3,4,5,3,3,3,3,3,2,4,2,5,5,3,3,2,4,3,4,3,4,2,3,4,2,4,3,4,3,4,4,4,2,2,3,2,1,"yes","no",3.2,3.06666666666667,3.4,2,0.909,"Very High"
"United Kingdom",22,"Female","No Kids","ltuni","full-time",10000,"",2,0,"Medium-Sized","Married",0,0,3,4,4,2,2,1,1,3,4,3,1,5,4,3,3,4,3,3,2,2,4,4,4,4,3,3,4,3,4,3,4,5,2,3,4,4,4,4,4,3,3,3,3,2,3,"yes","yes",3,2.8,3.65,2.8,0.909,"Very High"
"United Kingdom",45,"Male","Yes Kids","deg","part-time",NA,"",13,6,"Rural/Country","Married",0,3,4,5,4,4,4,2,2,2,3,3,2,3,3,3,3,1,2,3,2,3,4,2,3,2,4,3,4,3,4,3,4,3,2,3,3,4,3,4,5,4,2,2,2,3,2,"yes","yes",4.2,2.46666666666667,3.35,2.2,0.909,"Very High"
"United Kingdom",55,"Female","Yes Kids","ma","full-time",55000,"",1,9,"Small Town","Divorced",0,2,3,3,3,1,1,1,1,1,3,1,2,1,1,1,2,1,1,2,2,3,2,2,2,2,2,1,1,3,3,1,3,3,4,3,1,2,2,1,1,2,3,3,3,3,2,"no","no",2.2,1.53333333333333,2.05,2.8,0.909,"Very High"
"United Kingdom",19,"Male","No Kids","ltuni","student",10000,"",0,0,"Rural/Country","Single",0,0,3,3,3,2,2,1,2,3,4,3,4,4,3,2,4,4,1,3,2,2,4,3,3,4,3,3,3,3,4,3,3,4,3,2,4,4,2,4,4,4,2,3,3,3,2,"yes","no",2.6,2.8,3.35,2.6,0.909,"Very High"
"United Kingdom",28,"Male","No Kids","deg","full-time",NA,"",0,0,"Village","Single",0,0,2,1,2,1,1,1,1,3,3,3,3,2,3,3,3,3,2,3,1,2,3,1,2,3,3,2,3,2,4,2,4,4,2,2,4,4,3,2,3,4,4,4,4,3,3,"yes","no",1.4,2.4,2.85,3.6,0.909,"Very High"
"United Kingdom",67,"Male","No Kids","phd","part-time",55000,"",3,0,"","Single",0,0,4,3,4,3,4,1,1,2,3,4,3,4,2,3,4,1,2,3,2,3,4,4,2,2,3,1,3,4,4,3,2,3,1,4,3,5,4,4,4,3,2,4,3,2,2,"yes","no",3.6,2.53333333333333,3.15,2.6,0.909,"Very High"
"United Kingdom",45,"Male","Yes Kids","deg","full-time",67500,"",0,0,"Medium-Sized","Married",1,1,4,4,2,3,3,1,1,3,3,4,3,2,4,4,4,3,3,3,1,2,4,3,2,2,3,3,4,2,4,2,4,4,2,2,4,3,3,4,4,3,3,4,3,3,3,"yes","no",3.2,2.73333333333333,3.1,3.2,0.909,"Very High"
"United Kingdom",28,"Female","No Kids","deg","full-time",25000,"",3,7,"Village","Single",0,0,2,3,4,2,2,3,1,3,1,2,1,1,1,2,2,2,1,3,1,2,3,2,3,4,2,3,2,3,3,1,3,4,4,4,3,2,3,2,3,4,2,2,3,2,2,"yes","no",2.6,1.73333333333333,2.9,2.2,0.909,"Very High"
"United Kingdom",32,"Male","No Kids","deg","full-time",87500,"",0,2,"8","Married",0,0,4,4,3,3,3,1,1,3,2,2,1,1,3,2,3,1,1,5,1,2,4,2,3,5,3,5,4,4,4,2,3,5,1,4,3,3,3,5,2,5,3,2,2,3,1,"yes","yes",3.4,1.93333333333333,3.5,2.2,0.909,"Very High"
"United Kingdom",32,"Female","No Kids","deg","unemployed",15000,"",0,0,"Village","Single",0,0,2,3,4,1,1,5,4,5,5,4,2,5,5,4,5,5,5,3,5,5,5,5,4,5,2,3,3,3,5,5,5,5,5,3,5,5,3,4,4,5,5,3,3,5,5,"yes","",2.2,4.46666666666667,4.2,4.2,0.909,"Very High"
"United Kingdom",55,"Female","No Kids","ma","part-time",25000,"",10,0,"Medium-Sized","Single",0,0,3,3,1,1,1,1,1,3,3,4,3,1,3,3,4,1,1,3,1,3,4,1,1,3,3,1,3,2,4,2,3,4,1,3,3,4,3,4,3,2,5,5,4,5,4,"yes","no",1.8,2.33333333333333,2.7,4.6,0.909,"Very High"
"United Kingdom",37,"Female","No Kids","deg","full-time",87500,"",1,7,"Village","Single",0,0,3,2,3,2,2,1,2,2,5,3,1,3,3,2,4,5,4,5,4,5,3,3,4,4,4,3,2,3,2,2,2,4,1,2,2,4,4,3,4,5,2,3,2,2,2,"yes","no",2.4,3.26666666666667,3.05,2.2,0.909,"Very High"
"United Kingdom",45,"Male","Yes Kids","dip","full-time",55000,"",6,0,"Medium-Sized","Divorced",1,3,4,4,4,3,3,2,4,4,4,3,3,3,3,3,3,2,3,2,4,4,3,2,3,3,3,3,4,3,3,3,2,3,3,4,4,2,3,3,3,2,2,2,2,4,2,"yes","yes",3.6,3.13333333333333,2.95,2.4,0.909,"Very High"
"United Kingdom",55,"Female","Yes Kids","ltuni","full-time",15000,"",0,2,"Medium-Sized","Married",2,0,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,1,1,1,1,3,2,"yes","yes",5,4.73333333333333,4.45,1.6,0.909,"Very High"
"United Kingdom",45,"Male","Yes Kids","deg","full-time",250000,"",1,6,"Rural/Country","Married",1,2,3,4,4,3,3,2,2,4,4,4,2,4,4,4,4,4,3,4,4,4,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,"yes","yes",3.4,3.53333333333333,3.85,2.8,0.909,"Very High"
"United Kingdom",32,"Male","No Kids","ltuni","full-time",55000,"",7,6,"Village","Single",0,0,4,3,2,2,2,1,4,2,3,3,4,4,4,2,2,3,4,4,4,4,4,2,3,2,2,3,4,4,2,3,3,4,3,3,4,4,4,4,4,5,2,3,3,2,2,"yes","yes",2.6,3.2,3.35,2.4,0.909,"Very High"
"United Kingdom",37,"Female","No Kids","ma","full-time",150000,"",3,6,"Village","Married",0,0,3,1,1,1,1,2,1,3,2,2,3,1,3,2,3,4,2,4,1,3,4,2,2,3,3,2,2,2,1,1,1,3,2,2,4,3,3,3,2,2,4,4,4,3,4,"yes","no",1.4,2.4,2.35,3.8,0.909,"Very High"
"United Kingdom",55,"Male","Yes Kids","ma","full-time",87500,"",1,0,"Large Town","Married",1,1,3,3,2,2,1,1,1,3,1,1,1,2,1,1,2,4,1,1,1,1,2,4,2,1,2,2,3,2,2,1,1,1,1,2,2,5,2,1,2,2,4,4,3,4,2,"no","no",2.2,1.46666666666667,2,3.4,0.909,"Very High"
"United Kingdom",45,"Male","No Kids","deg","full-time",10000,"",4,0,"Village","Married",0,0,4,5,4,5,5,5,1,1,3,4,2,5,5,5,5,5,1,3,1,5,5,5,3,2,3,3,4,4,5,3,2,5,5,5,4,5,4,5,5,4,3,3,2,3,3,"yes","yes",4.6,3.4,4.05,2.8,0.909,"Very High"
"United Kingdom",67,"Male","Yes Kids","deg","retired",55000,"",1,0,"Large Town","Married",1,3,4,2,4,3,3,1,1,5,2,4,1,4,3,5,3,4,3,3,1,3,4,2,3,1,3,2,3,4,4,2,3,4,1,4,5,4,4,3,5,4,4,4,4,4,2,"yes","yes",3.2,2.86666666666667,3.25,3.6,0.909,"Very High"
"United Kingdom",55,"Male","Yes Kids","dip","full-time",67500,"",5,0,"Rural/Country","Married",1,1,5,4,4,4,4,2,2,2,1,4,4,4,5,4,4,3,2,2,1,4,4,2,2,4,3,2,4,4,4,1,2,4,2,2,4,4,3,4,5,4,2,1,1,2,1,"yes","yes",4.2,2.93333333333333,3.2,1.4,0.909,"Very High"
"United Kingdom",32,"Male","No Kids","deg","full-time",87500,"",1,0,"Village","Single",0,0,3,3,4,2,1,1,1,3,3,2,1,3,3,2,2,3,2,2,2,3,3,2,2,2,3,3,3,3,4,4,2,3,2,2,3,4,3,4,3,2,3,2,3,2,4,"yes","no",2.6,2.2,2.85,2.8,0.909,"Very High"
"United Kingdom",55,"Male","No Kids","deg","part-time",87500,"",6,0,"Village","Single",0,0,3,3,2,1,1,1,1,3,2,3,5,3,3,3,2,1,1,1,1,3,3,1,3,1,1,1,3,2,4,1,4,3,3,1,4,5,3,3,3,5,4,4,4,4,3,"yes","yes",2,2.2,2.7,3.8,0.909,"Very High"
"United Kingdom",45,"Male","Yes Kids","ma","full-time",87500,"",0,0,"8","Married",0,2,5,5,5,5,5,1,1,1,2,4,4,3,3,3,3,3,2,1,2,4,4,3,3,3,4,4,5,5,5,1,3,4,3,4,4,5,5,4,4,3,1,1,1,3,1,"yes","yes",5,2.46666666666667,3.8,1.4,0.909,"Very High"
"United Kingdom",45,"Male","No Kids","ma","full-time",150000,"",6,2,"Large Town","Married",0,0,3,2,2,2,2,1,2,2,3,2,1,3,2,1,2,2,2,2,1,2,3,1,3,1,2,3,2,3,2,2,3,3,1,4,3,2,2,3,2,3,5,5,5,5,4,"no","no",2.2,1.86666666666667,2.4,4.8,0.909,"Very High"
"United Kingdom",25,"Male","No Kids","ma","full-time",10000,"",2,0,"Village","Single",0,0,4,5,4,5,4,2,5,3,4,4,1,3,4,4,4,3,4,3,4,4,4,3,2,2,5,3,3,4,3,4,4,4,2,4,4,3,3,5,5,4,2,1,1,1,2,"yes","no",4.4,3.46666666666667,3.55,1.4,0.909,"Very High"
"United Kingdom",67,"Female","Yes Kids","ma","student",55000,"",5,0,"Village","Divorced",0,1,3,3,3,2,2,1,1,4,3,2,2,2,3,1,3,1,4,1,3,1,3,2,1,4,2,1,3,3,3,2,3,2,1,3,4,3,2,2,3,3,3,4,4,3,2,"yes","yes",2.6,2.13333333333333,2.5,3.2,0.909,"Very High"
"United Kingdom",32,"Male","No Kids","deg","full-time",67500,"",1,0,"Medium-Sized","Single",0,0,4,4,1,3,3,1,1,5,4,3,5,1,2,1,2,2,1,1,2,3,4,1,1,2,1,1,3,1,3,1,1,4,1,1,3,1,1,4,1,1,3,5,3,2,5,"yes","no",3,2.26666666666667,1.8,3.6,0.909,"Very High"
"United Kingdom",55,"Male","Yes Kids","ltuni","part-time",55000,"",0,0,"8","Divorced",0,2,5,4,4,2,2,1,1,1,2,3,2,1,3,2,4,2,1,5,1,2,4,3,2,4,3,2,4,3,4,1,4,4,1,4,3,2,2,4,3,3,4,3,4,3,4,"yes","no",3.4,2.06666666666667,3,3.6,0.909,"Very High"
"United Kingdom",32,"Female","Yes Kids","deg","unemployed",10000,"",1,2,"Village","Married",1,0,3,3,3,2,3,2,2,3,2,2,2,2,5,2,3,3,3,3,3,2,4,2,2,3,4,4,4,4,3,3,2,3,2,2,4,2,2,3,3,3,4,4,4,4,4,"yes","yes",2.8,2.6,2.95,4,0.909,"Very High"
"United Kingdom",28,"Female","No Kids","phd","full-time",67500,"college professor",3,0,"Small City","Single",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,2,1,5,5,5,5,5,"no","no",1,1,1.25,5,0.909,"Very High"
"United Kingdom",25,"Female","No Kids","ma","student",15000,"",0,0,"Large Town","Single",0,0,3,3,3,3,3,2,1,1,3,2,2,2,1,1,3,3,2,3,2,2,2,2,3,2,3,3,3,3,3,3,4,3,3,2,2,4,3,3,4,2,2,4,2,3,1,"yes","no",3,2,2.85,2.4,0.909,"Very High"
"United Kingdom",32,"Female","No Kids","ma","student",10000,"Doctor Research",2,6,"Small City","Married",0,0,5,4,4,4,4,2,5,4,5,5,5,5,4,5,5,2,5,3,5,5,5,1,2,5,5,2,4,4,5,5,5,5,2,2,3,4,4,5,5,5,3,4,3,4,2,"yes","yes",4.2,4.33333333333333,3.9,3.2,0.909,"Very High"
"United Kingdom",28,"Female","No Kids","phd","student",10000,"",2,6,"Small Town","Single",0,0,1,1,1,1,1,1,1,1,3,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,4,1,2,1,1,4,1,1,1,2,1,1,3,1,1,3,3,3,3,2,"no","no",1,1.6,1.5,2.8,0.909,"Very High"
"United Kingdom",45,"Male","No Kids","deg","full-time",150000,"Customer Service",8,9,"Large-City","Married",0,0,4,4,5,4,4,4,4,2,4,4,5,4,4,4,4,4,4,5,4,4,4,3,3,3,3,4,4,4,4,3,3,4,3,4,5,3,3,5,3,4,2,3,3,4,2,"yes","yes",4.2,4,3.6,2.8,0.909,"Very High"
"United Kingdom",28,"Female","No Kids","deg","full-time",15000,"Receptionist",3,0,"Village","Single",0,0,5,5,4,3,3,2,3,3,4,4,5,5,4,3,4,4,4,4,3,3,5,1,3,4,3,3,5,4,5,4,5,4,3,2,4,3,4,4,3,4,1,3,1,1,4,"yes","yes",4,3.66666666666667,3.65,2,0.909,"Very High"
"United Kingdom",28,"Female","No Kids","ma","full-time",15000,"cataloguer /  freelance artist",3,0,"Large-City","Single",0,0,4,5,5,5,5,1,3,5,4,5,4,4,4,3,4,2,4,3,4,2,5,3,3,5,5,5,5,5,5,2,5,5,1,4,5,5,3,5,5,5,2,2,2,3,3,"yes","",4.8,3.46666666666667,4.3,2.4,0.909,"Very High"
"United Kingdom",22,"Male","No Kids","ltuni","part-time",15000,"",0,6,"Large-City","Single",0,0,4,5,4,4,4,5,5,5,5,5,2,5,5,5,5,3,5,5,4,5,5,5,3,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,3,1,1,1,"yes","yes",4.2,4.6,4.85,1.4,0.909,"Very High"
"United Kingdom",55,"Female","Yes Kids","deg","part-time",NA,"",4,0,"Medium-Sized","Divorced",2,1,5,5,5,5,5,5,1,4,4,5,5,4,5,5,4,4,3,4,3,5,5,2,5,5,5,5,5,4,5,5,3,5,4,5,5,5,4,5,5,5,2,3,2,3,2,"yes","yes",5,4.06666666666667,4.6,2.4,0.909,"Very High"
"United Kingdom",21,"Male","No Kids","dip","student",10000,"Unemployed",1,5,"Village","Single",0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,3,5,1,1,1,1,1,"yes","yes",5,5,4.7,1,0.909,"Very High"
"United Kingdom",24,"Male","No Kids","ma","student",10000,"",0,0,"Large-City","Single",0,0,4,4,4,4,4,1,3,4,4,4,4,5,4,4,5,2,3,2,2,4,5,2,2,5,2,2,3,4,5,4,2,5,1,2,5,4,3,4,3,4,3,3,2,4,4,"yes","yes",4,3.4,3.35,3.2,0.909,"Very High"
"United Kingdom",55,"Female","No Kids","ma","full-time",35000,"Copy Writer",10,0,"Medium-Sized","Divorced",0,0,5,4,4,2,2,2,1,3,2,2,1,2,3,1,4,5,2,5,1,2,4,3,2,5,4,2,4,5,2,1,2,4,5,2,3,2,2,5,5,5,2,2,3,2,2,"yes","no",3.4,2.4,3.35,2.2,0.909,"Very High"
